Features,NBAcc,NNAcc
['UserAvgVotePerReview'],53.87977904,54.56048019
['ReviewLength'],49.56069766,51.38749946
['NumKeyWords'],47.85785742,49.78904789
['StarRating'],49.01265713,49.01265713
['BusinessOpen'],49.01265713,49.01265713
['NumCheckins'],48.8691227,49.01265713
['BusinessReviewCount'],48.70819016,49.01265713
